Location,Hotel,Title,Review,Rating
"Denver, CO",Baymont by Wyndham Denver International Airport,Great service and breakfast with basic room amenities,"We liked the price when we booked, but kind of missed some of the amenities that we've come to expect in hotel rooms. We booked a Superior Room, 1 King Bed, Non Smoking.  Front desk, breakfast, hotel location, cleanliness, quiet hotel, mattress feel - all great! There was so much space in the room but everything else was blah. The heating system was the old style venting system below the window with buttons on the unit. There was no fridge or microwave in the room.  We were given exactly two towels, two wash cloths and one hand towel.  So very minimal on the room extras. We would consider staying here again if the price was right.",3
"Denver, CO",Baymont by Wyndham Denver International Airport,Nice place to stay but check in was a disaster.,I have stayed at this hotel several times over the past six months and was always very happy with the stay. This past time was a bit different. While the room was nice as usual and very clean the check in process was a complete disaster. The line to check in was backed up to the dining room area and there was only one desk clerk on duty. It took way too long to get checked in our room.,4
"Denver, CO",Baymont by Wyndham Denver International Airport,Outstanding place to stay,"One of the Denver Airports best hotels there is. Staff is very helpful and informed, check in only took about 3 minutes. My family and I have stayed here 3 times now and will continue to stay here for the future.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Baymont,Property and people great! I would go back. Western shuttle was full twice picking us up from airport so we ended up taking an uber. That was the only clutch in our stay there. Hotel was comfortable and clean,5
"Denver, CO",Baymont by Wyndham Denver International Airport,Good Value at the Airport,"Solid breakfast bar.  Very nice bed and quiet rooms.  Good shuttle service to the airport.  Exercise room is weak but has a treadmill and a bike,  Pool is small but clean.  Don't forget to ask how to work the HVAC...it requires your card key in the wall to activiate it.  I learned the hard way....but the bedding was warm!",4
"Denver, CO",Baymont by Wyndham Denver International Airport,"Good rooms, friendly staff, offers park & ride, and restaurants withing walking distance!",It was a busy night due to weather so I was happy to get the room.  The staff was friendly and the rooms were good.Plenty of food/restaurants nearby and other hotels if you're in a group and fighting low vacancy.  You can even park there and take their shuttle to the airport.  Parking is only 5$/day!,4
"Denver, CO",Baymont by Wyndham Denver International Airport,Great hotel overall,"Very clean rooms, staff was great and helpful. The cleaning staff did a great job, bathroom was clean as well as overall of the building inside and out. Breakfast staff was great, they kept food stocked. Shuttle was always on time. Will definitely stay there again.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Outstanding Management,"Required to stay 5 nights for family event.  Staff from the front office, courtesy desk, housekeeping, to the breakfast crew exceeded our expectations.  This truly reflects a management that aspires to provide customer satisfaction at the highest level.  Well done.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,As expected,"After a late arrival in Denver, the shuttle took a large group to the Baymont.  Check in was quick, room was very acceptable, although one wall lamp was not working, didn't matter, it was late.  Breakfast was adequate, we left via Uber to car rental facility, shuttle would have been good, but we would have first returned to the airport.  We would stay here again.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Good but staff could have been more helpful,Stay was good there. 2 main things were the icemacker was not working on 3rd floor during visit. Also when I landed at Denver airport I called hotel about shuttle. Person I talked to was not very friendly and told me to ask someone at the airport where the hotel pick up was. The hotel shuttle was the #1 reason I picked this hotel. I did find the airport shuttle pickup and it was a very nice service.,4
"Denver, CO",Baymont by Wyndham Denver International Airport,Great experience,It was a very good experience!! The check in was quick & I was in my room in no time at all!! The room was clean & very quiet!! I got my wake up call on time & check out was just as easy!! It's a fantastic hotel & I would stay again in a heartbeat,5
"Denver, CO",Baymont by Wyndham Denver International Airport,Cant't beat location to airport . . .,"A bit disappointed this time as we try to stay here every time we take a trip to be closer to the airport and love the free airport shuttle but our first room was not like our previous experience. Remote didn't work, heater did not work (there was a snowstorm outside). They did move us to a different room where everything worked thank goodness!  I can only think they had an off situation but did correct it. We really like this property and  we would stay here again.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,A Great Stay,"The people at Baymont were helpful and very friendly. The shuttle service to the airport was prompt, both going to the airport and being picked up. My vehicle was safe on their grounds while I was in another state. Would definitely stay here again.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,fine,"breakfast was over a bit too early, as I was not told of breakfast times at check-in, but overall the stay was well.  No other complaints.  The staff did well.  came in during a snow storm and besides waiting on the shuttle all went well, as when I arrived at shuttle area the shuttle was already full and had to wait over 40 min. for the shuttle to return.  Then it was full again and I practically had to sit on someone's lap.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Worst Experience,"After waiting almost 30 minutes for the airport shuttle, we get a room that stinks, the TV didn’t work, and the heated pool didn’t work. The furniture was dirty and lights and blinds were broken. The front desk staff were not pleasant and begrudgingly helped us when we complained.",1
"Denver, CO",Baymont by Wyndham Denver International Airport,Decent value,"The trip from airport to hotel was horrible. Too many hotels use the same small bus and not everyone could get on so had to wait outside in the snow another half hour and couldn't get on so we eventually took a taxi.  Everything else was okay. Cleanliness, breakfast, value for the money.  Even ride back to airport was okay because it was scheduled and we had a seat.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Trip,Sofa was very uncomfortable in 201. Staff was pleasant. Breakfast needs improvement. Location is good for airport. Would revisit again if in area. Shuttle is convenient to this hotel for airport. Area needs more restaurants but looks like they are working on that,5
"Denver, CO",Baymont by Wyndham Denver International Airport,Beware of charges,"We stayed here the night before a flight out of DIA. In the morning we had to leave due to illness and cancelled our flight. We told the clerk at the front desk and Wyndham charged us $65 for parking for a week.  I've called several times and the front desk keeps telling me they'll refund it, but it's been two months and no refund. Not right at all. I won't stay there again.",2
"Denver, CO",Baymont by Wyndham Denver International Airport,Great Place,"Wonderful place! Clean and quiet, comfortable accommodations. I left my car at the hotel instead of parking at the airport, a much better option! The shuttle service is great and I will absolutely stay again when traveling.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Stay night stay before heading home,Stayed here the night before we flew back home!! GReat placeto stat location wise! very clean and comfortable! The man at the desk was very very rude! did not enjoy the check in process! Loved that there was an airport shuttle service for so early in the morning!,5
"Denver, CO",Baymont by Wyndham Denver International Airport,Mattress was the worst ever!,"Hotel was very basic and clean. Staff was nice. But my entire body was sore from sleeping on the rock-hard mattress. I've never had this experience in any other hotel ever. We had two beds and both of us were uncomfortable, even my husband who can sleep almost anywhere. No refrigerator in room, and little counter space by sink, but for the price, that was okay.",2
"Denver, CO",Baymont by Wyndham Denver International Airport,Great Place to Stay,"I love this hotel, because it is convenient to the airport, close to many places to eat and to shop. I am VERY particular about the cleanliness of hotels, and this one has always been clean and well-kept. The hotel is always clean, the staff is always friendly, a check-in is a breeze.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Nice Layover Stay,"Have a missed connection at DIA which resulted in a 12 hour overnight stay. Not wanting to stay in the airport all night I opted for a nearby hotel. This ended up being the cheapest one so I took it for economy purposes. I was very surprised. A nice, clean, and professionally run place. I would actually opt for this hotel on any future missed flights.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Great hotel. Good location,This is a great airport hotel. The hotel and staff were great. Breakfast was good and there are plenty of restaurants nearby if you need to grab lunch or dinner. I would definitely stay here again. I was unable to use the airport shuttle as I had a rental. During breakfast though I heard the shuttle driver come in an announce he was there on two different occasions.,4
"Denver, CO",Baymont by Wyndham Denver International Airport,Terrible Airport pick up service.,I stayed at this hotel because of the proximity to the airport and the airport shuttle service.  Service was fine on the trip to the airport however there was only one shuttle running pickup at the airport upon our return. This was on a Monday afternoon at 4:30. After waiting for 30 minutes in sub-freezing temps (20 degrees) there was not room on the shuttle for us and others that were waiting similar lengths of time - and the shuttle driver told us he would return in another 30-40 minutes. Seeing as this was the only reason i chose this hotel - airport shuttle -I would not go back and would have appreciated knowing about this before I chose this facility.  (we ended up taking an expensive cab to avoid waiting over an hour for a shuttle),1
"Denver, CO",Baymont by Wyndham Denver International Airport,"Dirty Hotel, water not draining in bath tub, no Refrigerator and oven","We booked the room here to get some rest before midnight flight, we arrived at late evening - first room allocated was dirty, not clean - towel is too dirty, request to get another room. We got the another room, we thought that this room is ok but not, two main light - corner and table lamp were not working, water not going in bath tub - we did not have energy to shift to third room. When we were living in midnight for airport - we gave card back to desk and request explain the situation to his manager, he just throw the card to his table and went inside without bothering. Our big mistake to book here.",1
"Denver, CO",Baymont by Wyndham Denver International Airport,Wonderful restaurant.  Excellent service.,"We stopped in for dinner and had Tina B as our server.  She was engaging, fun, professional and very helpful.  She was open and honest with her recommendations and helped steer all 4 in our part to what turned out to be wonderful first and main courses.  Will definitely be back.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Disappointing and let down by uncaring checkin staff,"Having spend most of a touring vacation using cheaper motels I was looking forward to a more up market stay at this hotel, and in some respects it was. The room we were given was big, had a great shower and exceptionally comfortable bed. It was clean and very quiet. Breakfast was ok but had poorer selection than many of the prior motels. However the stay was badly let down by check in staff.The lady’s  manner was very perfunctory (as though reading a scrip - very fast) and very unwelcoming. She showed no interest whatsoever in us or the people checking in before us. She handed me the room keys and by time I turned to ask question had already disappeared. We had requested quiet room on high floor but were allocated room at front on ground floor. No explanation, apology or care shown, just a shrug of the shoulders and once more disappeared into the back office. I asked about the airport shuttle and was told the schedule changed daily and no point enquiring now as impossible to say what would be happening when we needed it - turns out this was complete garbage.I am pleased to say subsequent desk staff, specially Juan, were much much better and way more helpful.As for the free WiFi - terrible. When it did connect (which wasn’t often) it kept dropping out every few minutes. The only way we could get it to work was to walk to reception/breakfast area and use there. Very poor.In summary. Could have been so much bettere airport shuttle and was told the schedule changed daily and no point enquiring now as impossible to say what would be happening when we needed it - turns out this was complete garbage.I am pleased to say subsequent desk staff, specially Juan, were much much better and way more helpful.As for the free WiFi - terrible. When it did connect (which wasn’t often) it kept dropping out every few minutes. The only way we could get it to work was to walk to reception/breakfast area and use there. Very poor.In summary. Could have been so much better",3
"Denver, CO",Baymont by Wyndham Denver International Airport,Absolutely HORRIBLE,They “over sold” our room and gave us “whatever was left”. Which meant we got a room w/ 2 doubles instead of the king bed we paid for. Staff was VERY rude about it and the room had blood on the wall!!,1
"Denver, CO",Baymont by Wyndham Denver International Airport,Good for a stopover,"We’re here for the night with a very early departure flight from Denver International tomorrow. The hotel is fine. They serve a continental breakfast, offer free wi-fi and have a pool. The room is clean, functional and comfortable. The reception desk was friendly and efficient. We would stay here again for the same purpose. This hotel is located here for people like us.  We found nothing wrong or to complain about. However, there is nothing exceptional about this hotel. The rating reflects its purpose.",3
"Denver, CO",Baymont by Wyndham Denver International Airport,Great Location - Easy Access to DEN,"This was a great selection for our overnight layover in DEN.  Good value, great location, and wonderful staff and amenities!  With a short distance from the airport and a convenient free shuttle, this makes it a win for long-term or short-term travelers to Denver.  I most certainly will use them again for any future layovers in DEN!",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Less than hoped for,The room itself was spacious and clean. The exterior and lobby of the hotel was clean and well kept. However we had a TERRIBLE night’s sleep due to extremely uncomfortable pillows and a hot room. The lights and AC work only when a key card is inserted in the slot by the door. Unfortunately this means the AC was not on prior to us entering the room. It made for a stale and hot room. It finally cooled off about the time we had to get up for our flight the next morning.,2
"Denver, CO",Baymont by Wyndham Denver International Airport,Good,"Staff was friendly.  Check in easy. Rooms clean.  No complaints.  About as close as you can get to the airport without paying an outrageous amount.  I think our room with tax was about $134.00. Not extravagant, but far from worst.",3
"Denver, CO",Baymont by Wyndham Denver International Airport,No frills,We stayed here recently on an overnight stay having landed at Denver airport . We dined out Rooms ok bed comfortable pillows awful . Toiletries adequate . Breakfast satisfactory . Nothing sensational It delivered what it said on the tin,3
"Denver, CO",Baymont by Wyndham Denver International Airport,Good hotel,"This hotel was just perfect after a transatlantic flight & car rental pick up. Very clean, good sized bedroom, but ask for a top floor room if you don’t like to hear footsteps above your ceiling.  The occupants above our room were very stompy.  However once they settled down it was really nice & quiet.Breakfast choices were ok & adequate for our tastes.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Colorado Trip,"Went to the mountains for a fly fishing trip from 12 - 18 Sep 2019.  Great trip, stayed at the Baymont near the Denver Airport the night before departure.  Very clean and within walking distance to a couple of decent restaurants.  This is a growing area with new hotels and restaurants going in so it will be very busy very soon.  Could use a bar in the hotel, other than that, it was great.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,best value,"Clean, modern rooms. Comfortable bed. Great price compared to competition. GREAT free breakfast (eggs are excellent). Only negatives--had to wait a long time for shuttle bus at airport. Front desk guy checking in was not very friendly. It was late, and we had not eaten anything, and had no car. Vending machine for drinks only took cash (small bills). When my husband went down to ask for change, he said they had none. Not only that, but he failed to tell my husband there were vending machines on the main floor for both drinks AND food, that took credit cards. Front desk guy that checked us out was friendly. We would stay here again.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Good place to stay when you have early flight- shuttle provided,"The place is clean, nicely appointed, very comfortable.  Neither cheap nor expensive.  You schedule your shuttle when you check in.  They have muffins, oranges, apples, coffee, cocoa (powder), tea in the lobby even early (4:00 am).  Nice touch.  Bed was comfortable.  Close to airport.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Great hotel airport,"I had a 6:15AM flight so I was only hear part of a night really, but my experiance was good.  My room was clean, and I was able to set up to get a free airport shuttle as early as needed the next morning.  Since breakfast was not out leaving that early, they had muffins and fruit out for us to take.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Noisy and Expensive,"Although we asked for a room on the top floor which the efficient front desk attendant gave us, it was still noisy: we could hear the guest next door walking and other toilets.  Bathroom very small and old.  For what you get it was expensive.  The included breakfast was decent.",2
"Denver, CO",Baymont by Wyndham Denver International Airport,No mini-fridge? Really?,"The room and service were generally fine, but there was no mini-fridge, which was a shock. Can’t remember the last time I stayed at a place with no fridge. The other issue was also minor, but annoying. The bathroom light was on an automatic timer that switched off after a few minutes. More than once, I or my girlfriend finished showering in total darkness. Dumb design!",2
"Denver, CO",Baymont by Wyndham Denver International Airport,Disgusted,Where to begin? Firstly the customer service. I was greeted by a female who acted as if checking me in was an inconvenience on her day. I later returned to the same female asking how to adjust the air conditioning. I hoped to speak with her face to face but she didn't even walk out of the back office. I'm guessing she was enjoying a new episode of Empire?My wife later returned after discovering a black stain of unknown substance on her pillow. Again she had to pry the pathetic employee from her Empire episode. Along with the black unknown substance was multiple black hairs throughout our bathroom floor. The best part? Our green sitting chair in our room looked like it had mayonnaise stains all over it. If it wasn't mayo I'm sure you can use your best judgement as to what it was. When confronted for the 4th or 5th time Mrs Empire's only response was cancelling the reservation at 8pm or moving to another filthpen room. Safe to say we slept little with many articles of clothing on. Sleep elsewhere. Your backseat in your vehicle would be more accommodating.,1
"Denver, CO",Baymont by Wyndham Denver International Airport,Rude and misinformed,Be sure to get the correct time for the free shuttle. The check in told us a later time for the shuttle and when we arrived the morning staff informed us the shuttle had left and we were told the wrong time.,2
"Denver, CO",Baymont by Wyndham Denver International Airport,Nice stay,"Nice location, approx 5 min from the airport. Staff was friendly and room was clean. Breakfast ran out of  some food mid morning. checkout was breeze. internet worked fine. it was only a single night stay, so hard to provide any more comments.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Shuttle service noon existent.,This is the second time in a week we stayed at this property.  Upon airport arrival we waited approximately an hour for the shuttle service to pick up.  The hotels shuttle never showed came.  We finally got a driver from another hotel to transport us.  Also upon arrival at the property no one was at the front desk.  We waited 10 minutes for someone to return to the front desk.  In my business first impressions are critical.  This location does nothing to help the Wyndham brand name.,2
"Denver, CO",Baymont by Wyndham Denver International Airport,Great place to stay,"First time I have stayed here and it was an excellent experience.  The check in was very smooth with a quite friendly and efficient lady.  The room was large, very clean and super quiet.  The bed was really comfy.  Huge flat screen TV and a different but great in room coffee.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Close to Airport.,"We arrived very late at the hotel, but that wasn't a problem.  Reception staff were very helpful and pleasant.  We only stayed the one night as we were moving on the next morning but everything was clean and tidy and breakfast was included which is always good.Not on the doorstep of the Airport so not too noisy, but very easy to find and only took a short time to get there.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,An Englishman's take on this hotel ...,"It was convenient for us, as we flew into Denver Airport. · Reception staff were very helpful. Shuttle bus to and from the airport was very useful.  On day two we hired a car and parking was free at the hotel.Large room; lots of drawers but very small clothes' rail. Good breakfast, including scrambled eggs. We would stay there again.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Good for the Price and Location,"This is a completely adequate place to stay if you're arriving very late or departing very early from Denver International. My experience was of a clean, maintained, and very vanilla property for the best price available in this area. The bed was comfortable, the bathroom small and weirdly set up but likewise clean. The AC was very cold and controllable from inside the room. There's a tiny coffee pot with supplies but [referencing the weird setup]  it's on the tiny counter around the sink, which is located outside the toilet/bath room. On the other hand, it was very clean and quiet and has a free airport shuttle, even at 4 am.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Good Enough,"Staff was positive and helpful.  Room good enough, and quiet.  Bathroom ventilation minimal.  No towel bars at sink, which is outside bathroom.  You lay your towel on the counter.  I enjoyed the bathtub.  Trash cans totalled one, a small one in the bathroom.  It was all I needed.  Clock-radio by bed as gaudily illuminated as a tavern sign.   I hid it in the drawer and slept well.  Breakfast adequate.",3
"Denver, CO",Baymont by Wyndham Denver International Airport,Hotel,Good location if traveling to airport Shuttle to and from airport abit messy but it’s not run by hotel  eating places within walking distance Shuttle to airport and take train from there to city in 30 minuets,5
"Denver, CO",Baymont by Wyndham Denver International Airport,Good for one night,"We chose to stay here for one night after a long flight. Spacious, clean room. Small swimming pool, which is open from 6 am until 10 pm. Wifi works well. Friendly staff. Decent breakfast buffet. Free shuttle to Denver International Airport.",3
"Denver, CO",Baymont by Wyndham Denver International Airport,Will not stay in the Baymont Hotel at Denver Airport again,"I have never written a bad review about anything, but I have no problem in doing so with this overnight stay at The Baymont Hotel-Denver Airport. No fridge. Have to keep your key card inserted in the key card slot built into the light switch in order for the heat/a/c to work and after that, the thermostat control is tricky. You can’t leave the bathroom light on with the door cracked as a nightlight because of a motion sensor/auto shut off, and no night light provided, so you have to sleep in complete darkness or leave a main lamp or light on to see your way to the bathroom during the night. Stained comforter, so they put a white sheet on top of the comforter to hide the stains. The previous persons key card envelope was in the toilet. We should have paid the extra $14 for Holiday Inn next door. This would be expected if it were a $50 hotel. I paid $167, for this. Never again. Very disappointed.",1
"Denver, CO",Baymont by Wyndham Denver International Airport,Dirty room,"This hotel room was the most dirty I’ve ever seen. Sticky carpets, stained bedspreads, spatter on the walls around the toilet. Staff not terribly friendly, I felt we were an imposition. Would never have expected this!",1
"Denver, CO",Baymont by Wyndham Denver International Airport,Ok stay,"This was an ok place to stay for a few hours to sleep.  We chose this because of convenience to the rental car return & airport.  It’s a basic hotel.  There was no fridge & we did not have enough towels for our family of four, but the staff was friendly.  There was also only 1 cup with the ice bucket & coffee maker, so that was inconvenient.  Checkout was fast & I noticed they do have shuttles to the airport very early.",3
"Denver, CO",Baymont by Wyndham Denver International Airport,Nice Hotel,"We stayed here for 5 nights, our room was nice and clean and the bed was comortable, the air conditioning worked well. The cleaning staff was very friendly and were there early to clean the rooms.The front desk personnel were very friendly except for one night we felt that we were bothering the clerk as she had to come out of the back room to answer our question. There was a shuttle to and from the airport but make sure to stop at the desk to let them know you need a shuttle and be waiting in the lobby at least 10 minutes before the shuttle comes.  Also the shuttle stops at other hotels so make sure you give yourself enough time for that.  We used it often to go to the airport to pick up the train to take to downtown Denver.  There are a few restaurants around the area within walking distance but only breakfast at the hotel. Breakfast was a nice variety but was very busy and we sometimes had a hard time getting a table to eat at and they were out of some items on different days. I would stay here again I really enjoyed my stay.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,OY!,"Room was clean and when I interacted with people at the property they were nice and wanted to be helpful. For example, even though breakfast started at 6, they placed some easily transported items out for people to take along to the airport prior to that time. However, I waited 40 minutes for a shuttle from the airport and then was unable to obtain a receipt, required by my employer, in either a hard copy or via email upon checkout. A phone call later in the day also failed to produce the necessary receipt.",2
"Denver, CO",Baymont by Wyndham Denver International Airport,Unpleasant Experience,"Just staid one night as we traveled through. Hot, stuffy room that didn't cool down - AC not working. Old, uncomfortable, borderline dirty furniture. Dirty bath. Unfriendly, curt reception. Not recommended, especially since there were many alternatives.",2
"Denver, CO",Baymont by Wyndham Denver International Airport,Name hotel near Denver Airport,"We have stayed here 2X and paid for a room for 2 others in April.  Very close to the DIA and as we own a condo in Colorado Springs it enabled us to drive up and avoid getting up at 2am for an early flight back to Cleveland.  Hotel is easy to access off the interstate, clean and provides good service incl. a shuttle to DIA (we did not use it as we had a car rental).",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Not happy!,These guys have charged my credit card for our room which was already paid for by our travel company. No proper email on website only a comments contact box. Have messaged twice but STILL NO ANSWER! I do not want to call them from the UK as it is so expensive ...  they have already cost me £8 transaction fee on my credit card.  So if anyone from Baymont Inn & Suites Denver Airport would like to send me  contact email address I would be happy to email you.Also had issues with the shuttle so ended up paying $34 for a cab.,2
"Denver, CO",Baymont by Wyndham Denver International Airport,"Quiet, clean and comfortable rooms.","Great hotel with nicely appointed rooms. Quiet, clean and very comfortable beds. Friendly and welcoming hotel staff. Ample parking and easy access to Denver International Airport. Restaurants nearby. Available airport shuttle.",5
"Denver, CO",Baymont by Wyndham Denver International Airport,Close to airport.  Convenient shuttle.,"My children and I arrived at the airport very late at night so I chose a hotel with shuttle service.  They were quick to register us. The hotel was clean, the room was good and we had a great night’s sleep.  It was quieter than I expected (I assumed in the am I would hear lots of travelers in the hall) but I did not.  We slept in so we did not have breakfast.  I would stay again, especially if I had to be close to the airport for an early departure or arrival.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,"A pretty basic accommodation, convenient to DIA","As noted by other reviewers, this was a basic room that did not offer a mini fridge nor microwave. By far had the largest Samsung flatscreen I have ever seen in a hotel.My opinion of this hotel was that it is set up for the convenience of travels coming and going through DEN, not a place where you'd want to basecamp on an extended stay.Check in was fast and easy. Bedding and towels were fresh, room acceptably clean. Early 3:30 a.m. shuttle to DIA was on time. My flight on Frontier was out of the east terminal and apparently this contractor only drops off at east side; requiring travelers using the west terminal to go up to level 6 and cross over to get to the ticket/bag drop counters. Some on my shuttle were very unhappy to learn about that. I've never seen a shuttle company do that before.Not sure if all of the rooms are equipped in this way, but while using my room key to operate the climate control, the (bright fluorescent) light above the sink remained on making it difficult to sleep. There is no separate control to turn off the light so in order to achieve a dark room I discovered I had to pull the card out of the slot. Not a great design unless the hotel does that to encourage guests not to use the temp control feature.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Black Water from Sink!,"Horrible stay. Young and rude staff (Zachary) told us that the and thick black water pouring out from the faucet was normal!. With an infant in our room, this was not safe as we could not brush our teeth, shower or make baby bottles. Property was understaffed during evening hours. This is not a 4-Star or even 3-Star property - Do not recommend this property. There are many properties in the area - pick another!",1
"Denver, CO",Baymont by Wyndham Denver International Airport,vacation,"situated between the airport and downtown. when we checked in asked how to get into town without driving. train station to union station downtown, is just down the street, great way to get downtown with no hassle.10.50 for an all day ticket. great deal.",4
"Denver, CO",Baymont by Wyndham Denver International Airport,Good enough for government work,Easy shuttle access to airport. Rooms didn’t feel quite clean and I hated the cloth shower curtain. Breakfast was minimal but surprisingly good coffee. Good for a one night stay. Staff was also pleasant.,3
"Denver, CO",Baymont by Wyndham Denver International Airport,Stayed to be close to airport,"We stayed overnight due to an early flight the next morning. The hotel was very nice, the staff was pleasant and helpful. Lots of places to eat within walking distance. Price, using our Wyndham points, was reasonable.",4
