Location,Hotel,Title,Review,Rating
"Denver, CO",The Crawford Hotel,Amazing Hotel & Wonderful Staff,"My husband and I stayed at The Crawford for 2 nights and had the best time. Our room was absolutely fabulous (we booked the Deluxe Loft). But the staff really made our trip memorable. Jordan and Jen were so friendly and helpful. They had great restaurant recommendations and made our stay that much more amazing! We will definitely be back soon! Highly recommend this amazing, historic hotel.",5
"Denver, CO",The Crawford Hotel,Loved the location,We really enjoyed our stay here.  We were loved the central location.  Everything we wanted within walking distance.  We traveled to catch a game at Mile High on the lite rail just a short walk from the hotel  Simply the location is brilliant.  The building and surroundings have a great feel about them and the hotel itself is closed off to the public so you don't have any disturbance.  The rooms were well set out and comfortable and we loved the exposed beams and rustic feel to our room that gave the room plenty of character.  The staff were extremely helpful and took care of any request we had. We would easily stay here again when back in Denver.,5
"Denver, CO",The Crawford Hotel,An almost perfect stay,"This hotel is fun and unique.When you arrive, you'll need to park at The Oxford hotel down the street.  They will move your luggage to The Crawford and valet your car. When walking in, a lot is going on. Trains are moving, people at the bar, others seated at comfortable seating with drinks or meals.We booked the LoDo Suite and could not be happier with the choice. The room was immaculate and stylish. The seating and the bed are in separate areas and has two full baths. The staff was terrific and accommodating. We had dinner at Stoic and Genuine inside the station. The food was incredible, and the service as well.  We ordered oysters on the half shell, clam chowder, and Maine lobster rolls. The bed was comfortable, and we did not hear any noise from other guests.Everything was fantastic until the next morning.It states you receive priority Seating at Snooze, an A.M. Eatery. When we attempted to eat that morning, we were informed we needed to make a reservation to get seating. Ummm, I am sorry, but that is not a priority seating option. That is a reservation. So that was a no go on the breakfast. We decided to get a cup of coffee and head to the airport early, and eat there.  This is where the morning gets worse. We get our coffee, head to the room, grab our luggage, and call Valet for the car. We sat outside for 1.5 hours, waiting for our car from Valet. My husband asked multiple times where our car was, and each time he was told it was on its way, from where I am unsure.Finally, he had to walk to The Oxford and tell them we would miss our flight. Twenty minutes later, the car was there, and now we don't have time to eat nor the time to fill the tank on the rental. So, we had to return the car without filling the tank, that was a substantial additional charge, and we ended up having to grab McDonald's at the airport. So much for a relaxing last day of vacation.",3
"Denver, CO",The Crawford Hotel,DO IT! You'll be happy you did!,"Talk about making the right choice!  My fiance and I got engaged 10/3 of 2019 and wanted to celebrate our first year being engaged so we planned a little getaway from SF to Denver.  To be honest, we debated staying at a different ""luxury"" hotel, and I'm SO glad we didn't.  Not only is the location of The Crawford absolutely perfect (literally can't mess up the airport-to-town train ride even if we wanted to), not to mention how EVERYTHING is walkable from it, but the service was the absolute BEST.  I called a couple days before our trip to inquire if the hotel could recommend a photographer to do a last minute engagement shoot out at the Red Rocks; enter: Jennifer Brown and her incredible customer service.  She not only helped me track down one of the most EPIC photographers that Denver has to offer, but she also coordinated a sweet little whiskey tasting to surprise my hunny with!  She and her team made us feel like we were family and as if we had known them for years!  I felt like everyone working during the time we were there knew how excited we were to have a reason to celebrate, which was a welcomed feeling especially after having to postpone our wedding (F#*% you Covid)!!!  Our room was a sexy styled loft and we were beyond comfortable.  The icing on the cake was the free nightly happy hour and the daily comped cup of coffee and ice cream.  I literally felt like I could just hang out at the hotel and Union station and be as happy as a clam!  (Definitely glad we got out to explore though, and was happy to take Jen's recommendations as well).   All in all we would recommend this place 10 times over and we truly cannot wait to come back and visit our new friends at The Crawford!  (Thank you so much Jen!  You were a life saver and now we can finally get our ""save the date"" out for our new wedding date)!",5
"Denver, CO",The Crawford Hotel,"Short escape from ""Paradise""","In mid October 2020 I ""escaped"" Aspen, Colorado for a short, but much needed reality check in Denver. I've always wanted to stay at The Crawford Hotel and booked two nights and opted for a third last minute. Growing up in the Colorado mountains the city has always been a draw and this trip was no different. The hotel is attractive and comfortable. Close to everything from good restaurants, quick eats, workout and bike routes. The downtown area is undergoing constant rejuvenation and can be noisy, but fun day and night.In person shopping at unique stores and attractions; Don't be afraid to explore.",5
"Denver, CO",The Crawford Hotel,Must Stay for amtrak travelers ,Took train from emeryville to denver..stay over two nights and then back west again.For first night we stayed in west denver....nothing special....so we remembered we passed hotel crawford in train terminal...went online and booked a loft.Sooooo. Glad we did!!!!!  Awesome room with lots of places to eat and drink.Felt like an awesome downtown vibe with lots of people out and about.Room was above our expectations.......only minor changes I would have made were some type of step stool for better view out window and the large sitting chair was extremely stiff and not comfy at all.....I would here again without hesitation.,5
"Denver, CO",The Crawford Hotel,Luxury service,"This was my third visit to The Crawford. We were celebrating my son’s 10th birthday on this trip. The staff went out of their way to make our weekend memorable. Union Station is a great location with so much to see and do. Restaurants, shopping, museums, 16th St. Mall are all within walking distance. The rooms are absolutely lovely and exactly what you would expect from a luxury hotel. It is worth the upgrade to have the clawfoot tub. I appreciate the traditional decor and details. The location is so fun and unique and definitely adds to the specialness. Our driver, Riley, was very personable, and the Tesla ride is all my son has been talking about! I really cannot say enough good things about The Crawford. This is definitely my favorite Denver hotel!",5
"Denver, CO",The Crawford Hotel,"Overpriced, you're paying for the location","Hubby and I have stayed at the Crawford twice.  We stayed two years ago in a Lodo Suite room and loved it, didn't mind the $20 amenity fee and took advantage of some of the free deals.  Decided to stay again for a staycation recently.  I think this might be our last stay for a while.We booked a bed and breakfast rate for a deluxe loft room, which faces toward the train tracks.  No matter what people tell you, these rooms are not soundproof - you will hear the bells from incoming trains all night - and I mean ALL night.  The mattress was saggy. I think it's an innerspring, but I don't think it's been turned since the hotel opened.NOBODY is enforcing the mask mandate at Union Station. There were people running around in the station without masks, and don't bother sitting in the main hall because without question someone will sit down next to you hacking and coughing.  We wound up retiring to our room for most of the evening because it was hard to have a relaxed conversation with all the Amtrak riders camping out without masks.The biggest issue I have, though - the hotel NEVER sent me a copy of my folio, even after I asked.  We took advantage of the bed and breakfast rate, but when I saw the charge on my credit card, I don't think we got the $50 credit.  But it's hard for me to confirm since I can't seem to get a copy of my bill.  What are you trying to hide, Crawford Hotel???",2
"Denver, CO",The Crawford Hotel,"Great visit, would definitely stay again!","Went to the Crawford for a night with two girlfriends, had a lovely time. Staff was incredibly friendly and helpful. Our check-in was a breeze. The room was very clean and well-appointed. Loved the little extras like the camera in the room. Everyone was wearing a mask and were very conscientious about staying at least 6 feet away. Had a great time, can't wait to go back!",5
"Denver, CO",The Crawford Hotel,Fantastic,"I cannot say enough good about The Crawford!  We had an unfortunate incident when our keys were stolen to our rental from the valet box BUT the staff went above and beyond to compensate for it. Outstanding service, excellent facility, friendly & accommodating staff and all around one of my favorite hotels. Our Tesla driver Riley was fantastic as well!  Don’t miss out on this place next time you’re in Denver.",5
"Denver, CO",The Crawford Hotel,During Covid-19 Normalcy in an Abnormal World,"I've stayed at the Crawford in the past while visiting Denver.  It was absolutely wonderful to stay there during the Covid-19 pandemic..to have some normalcy in an abnormal world.  I felt safe - the hotel was so clean & the staff was, as usual, over the top.  Sandra in housekeeping so friendly & helpful.  Laura & Jennifer & Riley at the front desk very pleasant, friendly and also helpful.  We opted not to have housekeeping in every day but the response for anything we needed was very impressive.  Great to be able to visit the Crawford again during this time.  Thank you!",5
"Denver, CO",The Crawford Hotel,Getaway!,"Visited Denver again for a family getaway. Staying at The Crawford always feels like we’re at our home away from home. During these uncertain times, The Crawford staff made everything feel wonderful and safe. They checked with us numerous times during our stay to be sure things were going well and they were!  After a day in the city the rooms are so spacious and comfortable to come back to!! Laura, Riley, Jennifer and Sandra went above and beyond to make our stay great!  Can’t wait for our next visit!!!!",5
"Denver, CO",The Crawford Hotel,Great service!,"Stayed one night at the B&B rate -- included valet parking ($47 value) plus $50 allowance for in-room breakfast from Snooze.  Breakfast choices were great, but in the Covid era, cardboard and plastic are the best we can do.  Included typical barista choices -- we had chai latte and a cappuccino.  The room has an I-Pad to use for getting information, ordering breakfast, and retrieving the car from the valet, among other things.  Bathroom is very nice with a walk-in glass shower with two heads -- the rain shower was great.  The room also has a Nespresso machine with espresso pods.We took advantage of the free Tesla transport (2-mile limit) to go to our restaurant. Riley, our driver, was on-time, very polite, and professional.Have stayed in downtown Denver on numerous occasions (Hyatt, Brown Palace, Marriott, to name a few) -- first time at the Crawford.  We've definitely found a new #1.",5
"Denver, CO",The Crawford Hotel,Exquisitely comfortable with outstanding service,"My husband and I celebrated our 25th wedding anniversary here in the midst of the pandemic and felt for once like everything was normal for a moment. The suite was fabulous, with high end everything! Luxurious and beautiful. The hotel staff were super friendly and went above and beyond, especially at the check in desk. Thank you for a wonderful stay!",5
"Denver, CO",The Crawford Hotel,Sorry we came back.,"Couple of year’s ago we spent a few days here and it was great so we came back. Our second visit was during corona virus, so I realize things have changed,  but the service was horrible. They no longer clean your room. No clean towels and the garbage piles up in your room. No parking at the hotel. You have to take your car to another hotel for parking and walk back to the Crawford. Thongs were not in working order in our room. The hotel employees are incompetent. I had to ask 3 times for toilet paper and clean towels. Never did get them. When I asked questions at the front desk, the girls kept chatting to each other and were very unhelpful. We will find another place to stay next time.",1
"Denver, CO",The Crawford Hotel,Perfect for EVERYTHING!,"This beautiful, historic hotel in Union Station was ideal for ALL our needs and then some.  It is just steps from the light rail which transports to Denver airport(only $10.50 per person).  The ticket is also good for the city bus and doesn't expire until 2:59 am the next day!  Both of our tours conveniently picked us up in front of the hotel, and we were in the heart of LoDo (lower downtown-very nice part of town). The daily amenities are plentiful-free coffee(or tea), ice cream, happy hour alcohol, and more discounts!  Our room was comfortable, clean, quiet, and spacious. The shower was AMAZING-also spacious, with strong water pressure and soft water texture(no residue).  Robes, slippers, more coffee and alcohol available!We were delighted with the hospitality while in Denver.  Kudos to the state of Colorado for managing to simultaneously welcome tourists and take all precautions during this unusual time. Went home with great memories!!",5
"Denver, CO",The Crawford Hotel,Crushing on The Crawford ,"We’re in the middle of our stay at The Crawford but did not want to lose another minute before raving about this amazing establishment. From the moment we stepped foot onto the plaza in front of the hotel, to our seamless check-in experience, to the actual room itself, our experience has been top notch! We’d like to give a special shout out to Lara who has been delighting us with extra special surprises.Upon arrival, we were thrilled to learn we’d been upgraded to a Crawford Suite. The room layout is perfect for any traveler, but particularly if you are a couple traveling with a toddler. There’s plenty of space for everyone! The suite has everything, including its own fully stocked bar (with dishwasher!), assorted bitters + top shelf spirits, in addition to boardgames and beautiful coffee table books. Other thoughtful touches include an aromatherapy diffuser, spa-worthy waffle weave robes + slippers, and makeup remover wipes. We couldn’t be more pleased with our hotel experience at The Crawford. In fact, my husband remarked that we could literally limit our entire visit to the confines of this hotel and its exquisite bars and restaurants...there is just so much to do right here. Walking through the lobby continues to take our breath away each time; it is jaw-droppingly gorgeous! Is it possible to look forward already to a future visit when you’re in the midst of enjoying your present stay?",5
"Denver, CO",The Crawford Hotel,Really Outstanding Experience,"I had hear about the Crawford Hotel  but the experience of it was so much better.  The check in was fast and friendly.  I felt incredibly safe, because to get to my room there was a card key elevator, a card key door to the hallway and then a card key lock on my room.  The Loft room was really beautiful, and very quiet.  There was water waiting for me and craft beverage for purchase.  The bathroom was so nice with the antique tub and the shower with multiple shower heads.  There was an iPad in the room that had information about the hotel, Union Station, transportation and local sites to visit.  I was also able to order room service through iPad and really enjoyed the selections available.  On the desk was a copy of the book Atlas Obscura, and once I picked it up I knew I would have to order a copy.  It has fascinating information about artifacts, buildings, shrines, etc, from around the world.  The staff that I interacted with was polite and friendly and the general manager emailed to follow up to make sure I enjoyed my stay.  You don't want to miss out on this experience.",5
"Denver, CO",The Crawford Hotel,Great Hotel!,"We stayed at The Crawford in Denver because we had a very early flight home and needed to take the commuter train to the the airport. It did not disappoint! The building is in the refurbished historic Union Station. It is home to The Crawford, restaurants, the Denver commuter light rail, some small shops, and the Amtrak station. There are also many restaurants within walking distance of Union Station. We used the Tesla courtesy car service to pick us up from the rental car return. Our room had 16 foot tall windows and was decorated in the historic style of Union Station. It was very comfortable and luxurious. We would recommend The Crawford to anyone looking for a luxury hotel in downtown Denver.",5
"Denver, CO",The Crawford Hotel,Very neat unique hotel,"Being at a train station and a lot of traffic coming through, the room was surprisingly quiet. We chose a non smoking room but for some reason when we arrived it smelt like a smokers room. The value of the room was a little overpriced but it was a cute room. Snooze delivers room service but it was too overpriced for 2 people, a few eggs and pancakes close to 100!. It’s in a great location but the lobby where people come and go can be a little cleaner.",4
"Denver, CO",The Crawford Hotel,Outstanding hotel,Situated in the heart of downtown this train station which was converted into a hotel is an absolute must stay. The Amtrak trains still run from here which is cool. The rooms are outstanding and opulent  along with the deep luxurious bath tubs and huge showers. It shows that however planned this hotel put a lot of time and effort into it and it paid off. They have a coffee shop pizza place Sushi restaurant and a bar overlooking the grand concourse which is unique. Definitely very happy l booked this hotel 👍,5
"Denver, CO",The Crawford Hotel,Anniversary ,"I really liked the loft we stayed in. It was nice and cool , and clean. It was awesome to be so close to dining and outside activities. They only reason I didn’t give more stars is our bed squeaked all night every time we would roll over or move I was awake. Also bed was lumpy with dip in the middle. Otherwise great place to stay. Room 418 needs a new bed.",4
"Denver, CO",The Crawford Hotel,so perfect is this location,"loved staying here in the beginning of the come back from the apocalypse.  My sister and I stayed 5 nights to celebrate our retirements.  Loved the entire stay... the light rail from the airport to the hotel is perfect.  then you stay in the middle of all the fun.  the bikes they loaned were perfect and fun.  the rooms were spacious and comfy with the Nespresso coffee every day... comfy beds great soaking tub.  the extra charges were well worth with free coffee, ice cream and my first ride in a Tesla.  Will come again with more crowds net time.....",5
"Denver, CO",The Crawford Hotel,Spectacular Customer Service,"Well, we had a disaster happen and if not for the spectacular customer service of Jordan at the front desk and Sarah who backed her up, our visit to Denver would have been a disaster. We arrived in Denver on a Friday afternoon and parked our rental car in the public lot across the street from the hotel. On Saturday morning we went to retrieve our car and without warning, the parking lot had closed for COVID cleaning until Monday morning! Zero warning and we were due to fly home on Sunday evening. We went back to the front desk and Jordan went to work for us. She walked back over to the lot with my husband to see the situation for herself. Then she arranged a rental car for us so we could get on with our weekend and we exchanged cellphone numbers. Jordan made countless calls and waited on hold for hours, enlisted coworkers to cover the phone if she had to step away. She called the lot owners, the management company and anyone else she could think of until she found a person who would come out and unlock the parking lot prison our car was trapped in and she found a guy who could come unlock the lot! Jordan then called us to let us know that we had a plan, could park both the rental car in valet at the hotel’s expense and then sent a bottle of Chardonnay and three glasses to our room for what we had been through. When Jordan’s shift ended, she enlisted Sarah to cover any problems with our situation if they should come up. No one could have done more to help us with a situation that came right out of the blue. We will never forget the excellent customer service we received at The Crawford. The suite our family shared was beautiful, comfortable and spotless and we are loyal guests for life!Thank you again, Jordan and Sarah. I hope your management gives you a big bonus for your effort!",5
"Denver, CO",The Crawford Hotel,Short but sweet trip!,"My husband I booked a last-minute trip to Denver after having to cancel our honeymoon to Italy. Kathleen was professional, courteous, and incredibly accommodating, and very graciously sent us a bottle of prosecco on the house! Although we were only there for one night, we will definitely be back at the Crawford when we return to Colorado. What a lovely and welcoming hotel -- we had a wonderful time!",5
"Denver, CO",The Crawford Hotel,Short but sweet visit,"I stayed here for a work trip, it was booked for me.  Everything went smoothly, the room was basically a mini-suite with 2 TVs and a kitchenette which was perfect for remote work.  The Union Station location felt secure, despite an errant vagrant who accosted me in the AM while I waited for coffee (not the hotel's fault, and Union Station security was quite present.  The hotel has partnerships with a bunch of the dozen+ restaurants at Union Station, so discounts abounded.  I finished my meetings early and had a looooong wait until my flight, the front desk staff sent me to their spa (Oxford Spa) less than a block away to wait, which was quiet and comfortable, equipped with snacks and drinks. 12/10 would stay there again even if it wasn't work (and thus I had to pay for it myself :)).  Megan at the front desk was especially wonderful!",5
"Denver, CO",The Crawford Hotel,Great hotel but a few flaws,"This is a really nice hotel and we had a great time, but there are a few flaws.  Each room comes with a preloaded IPAD, which is a great idea.  You can read newspapers and magazines, contact customer service, set am alarm, etc.  Unfortunately, ours had been so messed up by a previous user it was almost impossible to use.  I contacted customer service but the problem was not resolved during our two day stay.  We also had trouble with the Nespresso coffee-maker in the room which did not operate as it was supposed to.  They replaced it.  The Crawford is a nice place and the staff is earnest, but these two problems should have not been allowed to happen.    Especially for the price!  It has been a week since we stayed and I bet that IPAD is still screwed up.",4
"Denver, CO",The Crawford Hotel,"Lovely hotel, great hotel, excellent staff!! ","We loved our quick overnight at the Crawford. Train from the airport, Late dinner at the Terminal, cozy bed breakfast at Snooze. Fabulous staff that helped my husband with business/ printing help. wouldn’t want to stay anywhere else in downtown Denver - five stars!",5
"Denver, CO",The Crawford Hotel,Denver Date night layover,"WOW what a find!Flew into Denver for a visit CSU Fort Collins and watch CSU RAMS 🏀game. Drove upto Ft Collins to stay at the Elizabeth (see review) and needed to stay an extra night prior to flying out to next destination. So decided to get a room in Denver and explore the LODO area. Discovered that there was a hotel within Union Station called the Crawford that offers standard rooms as well as “loft” rooms so selected the Loft options (that over looks rails and station stop). It’s an excellent view of LODO. The Crawford is literally smack dab in the middle of Union Station, along with craft kitchens, cafes and bars - of which you get discounted (and free) treats, drinks and eats for staying at The Crawford. Now be aware it’s a fully active station with commuters, travelers and locals buzzing about. There ARE kids, but I wouldn’t say it’s kid friendly. I would stay there with kids BUT keep them busy sightseeing and in the rooms.The Terminal Bar is cool, the ice cream shop was delicious, the Cooper Lounge was convenient for a night cap (but that’s about it $$$)There is a car service that will shuttle you around LoDo for free and the driver offered great recommendations. Lastly Th e main reason we would most likely visit is the location and A line service to and from the airport.. CANT BEAT IT... there are rental cars service right across from The Crawford. So you can ride A Line check in and walk to get rental car if you need to ALL IN ALL it’s highly recommended for visiting Denver for Nuggets 🏀game, Rockies ⚾️game.. or avalanche 🏒game",5
"Denver, CO",The Crawford Hotel,Vintage Classy,"On arrival we were greeted by the valet quite well, they grabbed a cart for our bags and such in a very timely manner. I always like to bring some fun and fashionable clothing for these occasions and they cared for our things properly. As we arrived at the front desk concierge it was just good vibes all the way, the staff here felt like friends instantly.  The Cooper Lounge on the 2nd or 3rd floor, (can’t quite remember) this was great for getting the night started, having a wonderfully made cocktail and enjoying the loft view of the Crawford and enjoying good conversation with our other friends who joined us as well.  The Terminal Bar on the first floor was exceptional service and wonderful drinks and it gets better the later you stay, we stayed until it closed and then walked the union station after. The security guys were also very nice to us, even after closing the Terminal Bar thee e u said we could carry on our conversation in the station as long as we wanted, this works when you are guests of The Crawford. The greatest thing about this place is the customer service though, the staff is on point. I honestly wish I had more cash on me at the time of my stay so I could tipped more. I will make up for that next time.",5
"Denver, CO",The Crawford Hotel,Great hotel with fantastic customer service,"My son lives in Denver and we came for a visit to go snow tubing and see the ice castles. We arrived at the hotel on Thursday night and left on Sunday. We took the train from the airport to Union Station and then we are at the hotel.  We were greeted by the Staff and they upgraded our room. The rooms are small but beautiful and clean. The bathroom great with a nice rain shower. We had breakfast at Snooze in the morning and it was delicious and it’s located right there in the train station in the hotel area. We were also given a voucher each day for each of us for a complementary ice cream at this creamery right in union station. The ice cream was delicious. I even had vegan almond joy and it was so good I couldn’t wait to get it the next two nights while we stayed there. Big shout out to the following staff that went above and beyond for the best customer service we have seen in our almost 40 years of traveling around the world since we got married. We must mention Jordan, Kim,Megan and JD. I can’t speak highly enough of these staff members that work there! I point out that it was Kim’s first day at work at the hotel but she addressed situations like she’s been there forever! We will definitely stay there again next time we come to Denver from Florida to visit our son!!",5
"Denver, CO",The Crawford Hotel,Incredible property,"My husband and son had a concert to attend in downtown Denver. We decided to go as a family so while they were at the concert my daughter and I walked around downtown and rode the tram to shop. The hotel is top notch and the staff was extremely friendly and knowledgable. We enjoyed the free beer in the historic bar, walked around the old train station, shopped while eating our free ice cream and did a lot of people watching. Our room was fantastic. It had a lot of the old wood beams, young living essential oils with the diffuser, beautiful tub and showers and chic, throw back  decor. They also had a Tesla available for local rides which we did not take advantage of this trip. I highly recommend this hotel!  It is FULL of personality and great architecture.",5
"Denver, CO",The Crawford Hotel,Casual entertainment on a new level!,"The rooms were luxurious, the cocktails were divine, (did you know there is a cocktail bar above on the second floor!? I highly recommend the ""Witch's Ladder"") the decorations and nuance was a perfect balance of old and new, the woodworking and stylized rooms were meticulous and craftily put together with flair and care! On a whim, I booked the Union Station Art and History Package and was taken on a tour of the spectacular history of Denver's ""Living room"". WOW! The information and things seen were so interesting and fun! Those conference room walls are like something out of Star Trek technology! A big kudos to Conner, our guide. He delivered so much information about the different style rooms, history, and highs and lows of the building with such suave composure, it was a true pleasure that we will talk about for a long time. I can't say enough about this hotel, located at Union Station in Denver... Staying for our Anniversary was the best decision for down town casual entertainment and stay. We will be back again!",5
"Denver, CO",The Crawford Hotel,Great location...but that’s about it!,"We had high hopes for The Crawford Hotel; however from the poor front desk service; to the poor attitude from the bartender at the bar upstairs; to a bed that wasn’t comfortable (it declined at the head of the bed), the room wasn’t clean (it had personal soap bottles from the last guest, trash in the trash can) it fell short. If you happen to get a room (like we did) that face inside the union station, it is quite loud as well (but gets quiet at night). Overall, not worth the price you pay to stay there.",3
"Denver, CO",The Crawford Hotel,"Great Staff, Comfortable Room, Incredibly Convenient","I'm a native of Denver, and Union Station went from very grand in the days of train travel to a dump from, say, 1965 to about 2008. Thanks to some visionary people, the Crawford Hotel's namesake for one, Union Station is now back to very grand. If you take RTD's A Line from Denver International Airport to Union Station, walk about 50 steps to the Crawford Hotel front desk on the north side of the grand hall in Union Station. You'll meet some delightful staff members who will have you on your way to your room in minutes. My room, number 318, was comfortable, clean, quiet, and stylish. 18 foot ceilings helped the ambiance. Take a tour of Union Station with Connor, who has encyclopedic knowledge of Union Station's -- and LoDo;s -- history; book the tour through the front desk. Have a drink at the Terminal Bar or the Cooper Lounge. Enjoy Pigtrain Coffee. Mercantile Dining was also nice, with outdoor seating to enjoy Denver's sun. A note of caution: your room rate won't include Denver's high state, lodging, and tourism taxes. And there's a Historic Preservation fee on top of the taxes! You know what? The Crawford was worth it!",5
"Denver, CO",The Crawford Hotel,Great Locations and Amazing Room Amenities,Is located in Union Station which was very easy to get there from the Airport.  My room was warm and comfortable with up upgraded TV and IPAD to get any information you needed on the City or Hotel.  Deluxe bathroom with a Rain shower head.Lots of restaurants and bars in Union Station and more walking distance.,5
"Denver, CO",The Crawford Hotel,hip new living history,"Beautiful, grand, historic, meticulously restored, and (best of all) an efficient, functioning train station. all the charm of thoughtful restoration with the vitality and purpose of a functioning transportation hub. hotel is an easy train ride from the airport. arriving on the train somehow feels right. and no need for a car in downtown Denver; public transport is awesome! Hotel staff are exceptional! check in was effortless and friendly. had a problem with the business center computer and Anna not only offered to help, but really did the job for me (and I picked it up after the nightly ice cream parlor snack that comes with the room.) She and the other staff made us feel like long-time repeat customers. seemed like staff were having fun (even as they fielded one weary traveler after another). wonderful service had the air of what 1st class train travel may have been like when the station was in its (first) heyday.Train station complex has at least 6 restaurants, maybe more, nice pubs, a coffee shop, the aforementioned ice cream parlor and sweet shop, all top notch. tons of gluten free options btw! nightly beer at the train station pub is part of the amenities package (for which there is a charge at check-in).beautiful building, exceptional service, top tier amenities. if downtown Denver hadn't so much to offer, there'd be no reason to leave the train station!",5
