Location,Hotel,Title,Review,Rating
"Denver, CO",Embassy Suites by Hilton Denver International Airport,"Good hotel, unsophisticated food.","Perfectly good hotel with spacious and clean rooms, comfortable beds, good bathrooms, although with those horrid shower curtains for cutting costs on fittings.  Service was attentive, friendly.  Hotel was full and none of the requests made two months prior were pre-arranged; you get what they have as you arrive.  Only true negative was the unsophisticated breakfast with the usual 1 star brown water for coffee, orange color soda for orange juice, cheap danish and long-shelf life bread, melon as their idea of fruit and generally very unsophisticated and cheapo food at breakfast and at the free evening reception.",3
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Comfortable in Denver,"I had a four night stay at this hotel.  The staff was very helpful, room clean with everything functioning and the location was convenient for work and restaurants.  I would recommend this hotel for everyone.",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Needs some room renovations,"As soon as I opened the door to my room I noticed stains on the furniture and flooring. I was only staying for a couple day and didn’t plan to really use the living room area so I wasn’t concerned enough to report it for a room change. The bed was ok, but did make noise when you moved. I had issues with the coffee pot and shower curtain that I reported the first morning when I left for the day. Came back that evening and the issues were not fixed. The associate at the desk got it taken care of. I feel it should not have come to that, it should have been fixed while I was out during the day. The front desk staff were all friendly and smiling. The bartender did very well handling all the people in the bar area for the manager’s reception happy hour time. I did not get to enjoy the breakfast, so I have no feedback on that. But the morning I left it was before breakfast hours, but the front desk staff member (Bernard I think) was so nice to get me some boiled eggs from the kitchen. The facility is nice, but I do think for the price the rooms could use some sprucing up.",4
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Denver business trip...,"Hotel is located on ""Hotel Alley"".....Tower Road has no less that 20 different hotels on this strip.  Conveniently located next to Denver Intl Airport but a solid 15-18 miles from downtown Denver.  Rental car a must.  Hotel is typical Embassy....rooms are clean and beds are very comfortable.  Complimentary breakfast and evening cocktail reception are always a nice touch.",3
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Great Vacation,"Overall we had a great stay! The staff was great and very helpful. We appreciate the quality of service. The hotel is clean, and they have good amenities. Make sure you get a parking pass before leaving.  We will for sure stay here again.",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,great!!,"best location for an early flight!!  the breakfast starting at 6 am was appreciated, as was the bar in the lobby!! will definitely join you again while in Denver or other locations.Loved the secure parking as well",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Older hotel and now you get to pay 9 bucks a night to park! ,"Pro: big suites, very comfortable bed and several tv choices. Good breakfast, made to order eggs, juices and coffee. Neutrogena products. Con: no instructions on how to use the air system. Our room was way to warm. The biggest issue we had was the 9 buck nightly parking fee. We spent several hundred dollars for the room and now you want to charge me for the privilege of parking my vehicle in your lot? The explanation we received from the front desk said ""Denver"" was wanting hotels to ""maintain"" their parking lot and ""several hotels"" in the area are now charging for parking. He also said it was a separate ""tax"" and could not be absorbed by the hotel. Imagine our surprise when we pulled out of the hotel the next morning and saw no other paid private parking in any of the hotels on the same street! Including the Hilton property right next door to this hotel. This is a pure money grab. Plenty of other choices on Tower Road alone along with 40th Avenue off Pena. Its the principle of the matter and not money. There are several signs in the lot stating they are no liable for your vehicle. So the ""extra security "" to be paid for out of the fee is not doing anything.  This Embassy Suites has lost our business forever. Yes, its on your website, congrats, doesn't make it right.",2
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Great stay,We have stayed at this location several times as it is near our friends home.  The quality of service from the front office was great and they provided every detail we needed without asking.  The rooms are very clean and we enjoy the complimentary breakfast.,5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Below average for Embassy Suites,The rooms are clean and spacious although the fixtures are cheap.  The food at the restaurant is so so.  The evening snacks at the managers reception are tasteless.  The free bar is nice.  HBO channels have been disconnected.  I'm really not sure why they want to charge for parking.  The hotel is out by the airport and there are plenty of other options so it seems like a disincentive to stay there.  I've stayed there a few times and think I'll try a different Hilton property next time.,3
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Terrible Experience!!,"As a Hilton Honors Diamond Member, I stay at Hilton brand hotels over 100 nights each year.  The Embassy Suites Denver International Airport is on of the worst hotels ever.I received a letter from the General Manager giving instructions regarding the hotel shuttle when I arrived in Denver.  After waiting 45 minutes, the hotel told me the GM did not know what he was talking about and the wait time is much longer. Ouch!The Manager's Reception in the evenings is incredibly understaffed.  Only 1 bartender and a long line of customers.  All I wanted was a coke and it took more than 20 minutes.  I stayed 2 nights and had the same experience both evenings.  In the morning, there was no one available to prepare omelets/eggs.  Again, incredibly understaffed.I wrote and emailed the GM with my concerns.  6 weeks has passed and I never received any contact.  Once again confirming that this location does not have time/staff for their customers.  This is the worst Embassy Suites I have experienced in more than 20 years of travel.  Travelers beware!",1
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Overnight stay before an early morning flight,"We stayed at the Embassy Suites before an early morning flight we had to catch.  Upon arrival we were checked in quickly.  We took our bags to our room and then headed downstairs to enjoy some free drinks and appetizers during their happy hour - and they were truly free!The room was very spacious and clean.  It had a large sitting area with a 4-5 person dinning table. Bathroom was large.  Bed was comfortable and pillows were great.  The room had a mini-fridge, microwave, bar sink, and coffee maker.The following morning we caught their 330am shuttle to the airport, which was right on time.  What I didn't expect was all the coffee and goodies to be out and ready for us that early in the morning so it was a wonderful surprise!  I would recommend this hotel and would stay there again!",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Boring Happy Hour,"I am a member and stay often at ES. This hotel was selected due to a very early flight home, day after we arrived here. The room is spacious and clean. A little rough on the edges of the bathroom boards, should be replaced. Comfortable bed, huge TV in living room. The happy hour main floor lobby is the most dullest that I have seen. Change the very dull dark blue carpet. The lighting is so dull above the bar area, or have someone clean them. No ambiance at all, needs some music, along with some new decor. It was so quiet in here, the only excitement here was the Mens final Tennis game on TV.I don't know what has happened but most of the ES appetizers have been very disappointing. They were very good at one time. No restaurant seating for dinner-you sit out where everyone could see you eating, nothing elegant, or private, very dull.The front desk needs to tell the guests more info regarding the shuttle to the airport. Mind you we had to be down by the lobby along with many others for a 3am or so pickup. What wasn't told to us, was that the shuttle driver had to stop at least four other hotels to pick up other people. Many of your guest on this shuttle complained of the fact you did not say this would be happening. You only said it was a 5 minute ride to airport and that we would make it. It is important to tell us we have stops in between. This made many on this shuttle a little nervous of getting to the five-seven minute ride to the airport. Then to top it off, the Denver Airport is under construction-interior. The nice shuttle driver has one main point of drop-off, will not take you to where you need to be. There was an accident right outside on the main road to the airport, that backed up. travel. You have to pay to park it this hotel, and you need to insert the ticket into the machine when exiting. One exit meter was out of order. We dropped off our rental the night before, and got an Uber from rental to this hotel. I recommend you do this as well. For all that need to find the security area is/was a joke! If you have an early morning plan accordingly. There won't be anyone around to help you at the airport for an early am departure. And the only one that was there-pointed many of us in a circle. We walked around and came back to where we started. Then at this time the ""pre-check"" was open. For a 6am departure back home, the Airport was very crowded.  I can not say that I recommend this hotel.",3
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Don't stay in room 212,"The concept of the hotel with the rooms all overlooking the bar, breakfast area is nice. It's a pretty lobby. The snacks and free drinks for 2 hrs is nice as well. But in reality voices carry, and while unwinding and watching tv, several times loud laughing could be heard through the door. Worse was the constant thumping, like a drum beating nonstop, or as my husband said like a harley idling 24/7 because of exhaust fans? Heating and cooling? Right below our window. Even with the fan/air conditioning on, and ear plugs the noise could be heard. It looks like a relatively new hotel, but the shower had caulk that was molding, and a gap in the corner where the shower panels didn't line up. Why not use a one piece shower? They also charge you $9 to park in the parking lot. So park in the street. Apparently ppl were leaving their car at the hotel while on vacation for a week and there wasn't enough parking for guests. It's very close to the airport that's why we stayed, but its not worth $160 Per night. Breakfast was nothing to write home about.",2
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Great hotel,"Took shuttle bus from Denver Airport to hotel, check in very fast. Suite was absolutely brilliant, sorry to have been there for only one night! Suite spacious, clean and very comfy. Breakfast was top notch! Real crockery and cutlery as opposed to some hotels we stayed in! We booked shuttle back to airport and it was great too. Wished we had booked this hotel for our last night too instead of the one we did book.",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,A great Hotel 10 minutes from airport,This hotel is a great place to stay. They have a pool and fitness center on the first floor. The managers evening reception is nice. A variety of choices with drinks in the center of the room where the bar is. The rooms are spacious and the floors are quiet.,5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Now they charge for parking,"This has been my ""go to"" hotel for my past several trips to Denver.  I agree with all of the positive reviews below-- the rooms are clean, spacious, and comfortable, and the complimentary evening reception and breakfast are excellent.   However, I was disappointed that they are now charging for parking, a service that was free before.  While it was only $9, I feel that I was being nickel-and-dimed.  I asked the front desk why they are now charging for parking and the clerk indicated that it was for our security and to prevent non-guests of the hotel from parking there.  I'm not sure if I believe that answer:  this hotel is out in the middle of nowhere where land is cheap and plentiful--- is this really necessary?  Is this a way to increase their revenue without it showing on the room charge?  I would normally have given this hotel a five-star rating, but I knocked off a star because of this charge.  Also-- the TripAdvisor description of this hotel indicates that the parking is free-- that content needs to be updated.",4
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Not an average airport hotel,"We had a great 1 night stay in room 701.  701 is a corner executive room with a larger living room than a standard room.  Everything was in great working order.I had selected my room via the app, we arrived before check-in time and had a minimal wait for our room.Used the airport shuttle to and from the hotel and we were grateful to have that amenity.There are no shortages of hotels in that area.  Chose the ES because we love the brand, 2 room suites, plentiful managers reception-(Julio makes a perfect drink!), super breakfast and a caring attitude. We requested a 3:30am wake up call and on the dot, there was our call.  It was so nice to see coffee, tea, fruit, granola bars in the lobby at such an early hour!!  So, even though you may miss breakfast, at least you are offered something!Handful of eateries within walking distance, as well as a gas station and Med/Rec dispensary.2 small things I really missed was laundry facilities (they offer same day dry cleaning, but if you’re there for one night, the service won’t work).  Considered seeing if adjacent Homewood Suites/Tru properties had laundry facilities on property, but decided against it. And the other, no clock.Would stay here again!!",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,My Hotel When I Travel,"Embassy Suite by Hilton is my kind of hotel when I am away from home.  The room is large, a great evening reception, delicious breakfast included, great location with a reasonable price.  It is very easy to reserve.",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Clean and comfortable with option to park our car and take a shuttle to the airport,We stayed here before an early flight and it was great. We parked our car for the duration of our trip and took their shuttle to the airport. It only takes 5 minutes to get there and the shuttle was on time and convenient. We will definitely do this again when we have an early flight out of DIA.,4
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Courteous and accommodating staff,"Great location, excellent shuttle service, great staff, clean room. Evening reception was a little disappointing however, although the drinks kept coming! The variety and selection of the snacks at the Reception were not great.",4
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Cozy hotel,We had to spend a night at a hotel close to the airport since we arrived Denver at late night. This hotel was a good fit for me since it was very close to the airport (and the rental companies). The room was clean and cozy. Breakfast was ok and I liked the waffles and eggs which were cooked upon order. Check in-out was easy as well.,4
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Weekend with the Stones,"Came to town for the Stones concert and had a great weekend. The staff was great as well as the accommodations. Price was also very reasonable considering everything going on in town. The location is great for ease of access , your downtown in 15-20 minutes airport in 10",4
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Amazing Hotel for a family trip,This was a perfect gateway for our family vacation. It was very clean and eye appealing. The complimentary breakfast was amazing especially make-to-order omelettes. The evening complimentary drinks was a welcome break after a long day of trip.,5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,One night stay,Stayed here with my family after a week long camping trip. Hotel was clean and staff friendly.  They got us checked in early which was super helpful. Onsite restaurant was clean and meal was ok. Afternoon reception is always great with free well drinks and snacks.,5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,"Old, tired, loud, expensive, low value","Time to either completely renovate or tear down.  Must have been the first hotel put up next to the Denver International Airport when it opened up for flights.  The contract hides the Parking fees, the 3rd floor had an electrical transforming very loud noise located directly in the elevator.  The rooms A/C was about as loud, large stain in middle of the suite living room area, smelled of urine or something like that, may dog urine, who knows.  What a great welcome after driving all day and checking in late in the evening.  Taxes in this area....large.",2
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Respectable lodging for the quick trip,"If you are flying into Denver for a quick meeting or short stay this Embassy Suites is a logical choice.  It is close to the airport with frequent shuttle service.  The rooms are spacious and clean. I often arrive in the evening and have found their dinner menu limited but good. The breakfast buffet is hot, and provides a decent array of options, including made to order omelets.",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,"Unwelcoming, fly infested, no privacy",The front desk had absolutely no enthusiasm. Housekeeping walked into our room twice without knocking. The flies in the dining room was like eating outside. When I complained they gave me a fly swatter. It was way overpriced for the accommodations and service.,1
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Great stay at Embassy Suites DIA,"This is a nice Embassy Suites. You can't go wrong here if you need to be close to the airport.  The room was clean and spacious and perfect for us and our two kids.  King size bed was very comfortable.  The kids used the indoor pool and it was perfect for burning some energy after a long day of travel. If you aren't familiar with Denver, the airport is not terribly close to downtown Denver (airport sits among farms and crop fields west of Denver) so the main reason to stay here is if you need proximity to the airport for a flight the next day or you arrive late and just want a hotel nearby.  The dining options out this way are relatively limited.  The Embassy breakfast was good and about like you'd find at most other Embassy suites.  The price overall was a good value for the quality of the hotel and considering the prices of other hotels in the area.  Parking will cost you about $9 a day which isn't much and seems reasonable.  Also handy is a gas station across the street for refilling the rental car before returning.  All in all a good stay here for one night.  I would stay here again.",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Great stay,"The suite was outstanding, with a great sleeping bed.  It had a great sitting area with a couch and chair and a table with chairs.  The area with the coffee pot and water had a sink with is great to have.  The bathroom was clean and spacious.",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Nice extra touches,Room was clean and spacious with an excellent shower and comfortable bed. I heard good things about the free happy hour and everyone enjoyed the pool. The breakfasts were delicious and my egg white omelet was perfect. My only issue was that I had no wastebasket in the bedroom and couldn’t easily find the one in the living room/kitchen area.,4
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Desert Biodome,"Great people and a fresh looking hotel here very conveniently located just 10 minutes from DEN. It was a very hot day, but the atrium area was incredibly warm. It was difficult to even sit and have a drink during happy hour. TIP: Check on the AC before staying here.",4
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Beautiful hotel and good airport shuttle experience,"We stayed at this property on 6/29/19.  It was our last night in Colorado, and by far our favorite hotel out of the 6 different hotels we stayed at in a 10 day period of traveling out west. The hotel appeared to be new or at least recently renovated.  Upon check in, we were greeted by friendly staff.  She was very helpful in explaining how the shuttle to the airport worked and signed us up for the 4:00am shuttle the next morning.  Our room was very clean and overlooked the Denver skyline in the distance.  We had a rental car and decided that we wanted to go ahead and take it back that evening in order to not have to deal with it the next morning since our flight left at 6:00am.  So we took it back to Enterprise that evening, and Enterprise shuttled us to the airport.  Once at the airport, we had no trouble catching the shuttle to return to the hotel.  We made it back to the Embassy Suites in time for happy hour.  We sat at the bar because we wanted to order some food as well.  Sebastian (I think is his name ??) was on point!  The line for free drinks was so long, there were also several guests seated at the bar, and he had no help.  However, he kept that line moving and in between taking care of the line, he kept up with us.  He never let our glasses run empty and continued to check on, not just us, but all the other guests who were seated at the bar.  We were very impressed at how he was keeping up with everything all by himself.  We even watched him deal with a disgruntled guest who was rudely complaining about too much ice in her drink.  She was talking down to him and treating him like an idiot, but he handled her very graciously.  We also ordered food off of the menu.  The pork tacos and fish tacos were delicious!  We did not experience any other amenities at this hotel because we had to leave so early the next morning.  Our shuttle time was 4:00am, but we were down in the lobby early, so they went ahead and let us ride the 3:55am shuttle.  Be aware that this shuttle will stop at other hotels along the route, so give yourself enough time for a few extra stops if you are planning to shuttle to the airport.  We were in Denver for 4 nights but only stayed at this one for 1 night.  I wish we had stayed here all 4 nights.  I would most definitely stay here again!",5
"Denver, CO",Embassy Suites by Hilton Denver International Airport,Nice place but Jacked up prices due to flight cancellations for weather!,So the hotel is nice.  Your regular Embassy Suites.  My big beef is that they jacked up the prices when flights were cancelled due to weather.  $350 for a room for 1 night when it is regularly $150 or less!,4
"Denver, CO",Embassy Suites by Hilton Denver International Airport,"Expensive, average hotel","Stayed here for one night before catching an early morning flight. Our room was mostly clean but I did find trash and dirty dishes while unpacking. Both phones in my room did not work, all lamps were unplugged. Beds were comfortable. Breakfast was ok. There was a sticky mess on the floor which seemed to have been well dried before I arrived. It was not cleaned during the 30 minutes while I was in the dining area. The staff I interacted with were not personalities I expect to encounter in the hospitality industry.",3
